id,titulo,subtitular,categoria
081523sur,despiden a periodistas,exigen justicia para hugo gutierrez y edin alonzo,Comunidades
081523occidente,sale de la carcel para asaltar,selvin escobar fue denunciado por usuarios del servicio urbano,Comunidades
081523guate,700 alumnos seran beneficiados,avanzan los trabajos de reconstruccion en la escuela oficial urbana mixta 673 en villa hermosa,Educacion y Salud Comunitaria
081623nacional,asaba carne de pitbull,guardia argumenta que destazo a su perra porque comia gatos y pollos temia que atacara a su familia,Comunidades
081623centro,40 anos de dificil acceso,en cada invierno calle la laguna de la alameda se vuelve intransitable,Comunidades
081623occidente,ocho zonas sufren por carga vehicular,solo 25 agentes de transito regulan el trafico en la ciudad,Comunidades
081623oriente,pierden cosechas,lluvia y viento danan plantaciones de maiz en tres municipios,Comunidades
081623norte,nino de 2 anos se ahora en el rio,tia de jefry tot lavaba ropa cuando ocurrio el accidente,Accidentes y Tragedias
081623sur,1 muerto y 5 heridos en accidente,familia regresaba de un sepelio,Accidentes y Tragedias
081623guate,viven fervor,devotos acompanan a la virgen de la asuncion que comparte el mensaje salve reina de los cielos y senora de los angeles,Comunidades
081723nacional,violan y estrangulan a nina migrante guatemalteca,su padre la encontro tirada debajo de una cama al regresar del trabajo,Comunidades
081723centro,denuncian corte de aroles,vecinos aseguran que especies no estan podridas y que las comercializan,Comunidades
081723oriente,amigos mueren arrollados,mujer los atropella choca contra un camion y huye,Comunidades
081723norte,usuarios piden bajarle costo al pasaje,vecinos refieren que desde la pandemia le subieron q10 ahora temen otro aumento,Comunidades
081723occidente,transportistas taparan baches,empresarios de 9 municipios costearan gastos ante abandono de 5 kilometros,Comunidades
081723sur,7 kilometrosen mal estado,residentes de la aldea tierras del pueblo pasan penas al viajar,Comunidades
081723guate,controversia por ventas en la calle,algunos vecinos y comerciantes aseguran que el desorden afecta el comercio y la movilidad,Comunidades
081823nacional,desnutricion sigue en aumento,cada mes hay mas casos de deficiencia nutricional a ello se suma que 604 mil guatemaltecos no estan comiendo durante el dia,Comunidades
081823centro,juicio por agresion a turistas,tres hermanos enfrentan debate por intentar asaltar a visitantes en san pablo la laguna,Comunidades
081823occidente,roban cortes y huipiles,mercaderia esta valorada en q10 mil ladrones ingresan por techo de negocio,Comunidades
081823sur,se salva de morir,companeros de trabajo lucharon por 30 minutos para rescatar a antonio gonzalez,Comunidades
081823oriente,90 policias para 89 centros,reducen el numero de agentes para el dia de las votaciones,Comunidades
081823guate,obra costo casi q4 millones,a pobladores les gusta remozamiento de la plaza central pero consideran que el monto es muy elevado,Comunidades
081823norte,evitan que basura llegue a honduras,contruyen dos biobardas de cien metros para limitar llegada de desechos,Comunidades
081923nacional,los ojos puestos en guatemala,ciudadanos comunidad internacional y observadores siguen atentos el proceso electoral,Comunidades
082023nacional,guatemala elige hoy al nuevo gobernante,la segunda vuelta electoral definira al sucesor de alejandro giammattei,Comunidades
082123nacional,bernardo presidente arevalo hace historia,gana eleccion y gobernara guatemala tal como lo hizo su papa juan jose de 1945 a 1951,Comunidades
082123centro,por su quinto periodo,samuel ajin recibe el respaldo de seguidores en la segunda vuelta,Comunidades
082123norte,ejercen el poder del voto,pobladores eligen al nuevo binomio presidencial,Comunidades
082123guate,repiten eleccion de alcalde,bajo fuertes medidas de seguridad realizan comicios al cierre de la edicion lideraba conteo la une,Seguridad y Bienestar
082123oriente,cumplen con el pais,votantes eligen al presidente de guatemala en segunda vuelta,Comunidades
082123sur,reeligen a melvin macario,mas de 2 mil votos de diferencia le permiten seguir en la silla edil,Comunidades
082123occidente,hacen valer su voto,ciudadanos emiten su sufragio en la segunda vuelta electoral para elegir a gobernante,Comunidades
082223nacional,preparando equipo de trabajo,el binomio presidencial electo bernardo arevalo y karin herrera comienza su planificacion laboral e integracion del gabinete,Comunidades
082223centro,quedan con deuda de q78 mil,familia espera el cuerpo de edgar eliseo tzoy quien murio en un accidente en san luis missouri,Accidentes y Tragedias
082223norte,125 ninos han desaparecido,segÃºn las autoridades algunos menores escapan por ser victimas de violencia,Criminalidad y Violencia
082223occidente,robaba ropa en negocio,vecinos de la zona 1 la sorprenden sustrayendo mercaderia valorada en q5 mil,Comunidades
082223sur,exigen terminar construccion,en junio debio ser inagurada la escuela pero los trabajos no avanzan,Educacion y Salud Comunitaria
082223oriente,tres horas para pasar,trabajos en el puente motagua complicaran el trafico vehicular,Proyectos de Infraestructura
082223guate,sera la primera alcaldesa,tras repetirse las elecciones locales yessica palencia de la une obtiene la mayoria de votos,Comunidades
082323nacional,victimas de asalto,mueren acuchillados y a balazos ultimos casos un hombre y una mujer que no queria entregar sus pertenencias,Comunidades
082323centro,edificio sin estrenar desde hace un ano,la usac no recibe la obra porque quiere el terreno en donacion y no en usufructo,Comunidades
082323oriente,joven muere atropellado,chofer se da a la fuga tras causar accidente,Riesgos y Emergencias
082323occidente,robo impide atencion a pacientes,delincuentes roban equipo quirurgico congelador y un refrigerador en centro de salud,Seguridad y Bienestar
082323norte,ocurren 10 accidentes a la semana,la imprudencia de los pilotos impera en la ruta a lanquin,Accidentes y Tragedias
082323sur,8 percances por abuso de velocidad,hechos ocurren desde que se retiraron las garitas de peaje,Accidentes Viales
082323guate,60 casas en riesgo,vecinos en villa hermosa 1 estan preocupados porque construcciones podrian caer al rio pinula,Comunidades
082423nacional,entrevista con bernardo arevalo,presidente electo cuenta a nuestro diario sobre las acciones que tomara cuando tome posesion,Comunidades
082423centro,escuela se agrieta,paredes de aulas tienen rajadas y el techo danado,Educacion y Salud Comunitaria
082423norte,detectan 400 casos de dengue,salubristas piden evitar la acumulacion de agua pues ahÃ­ se reproduce el zancudo transmisor,Comunidades
082423oriente,muere fray roberto,comunidad catolica se despide de lider religioso en el santuario del senor de esquipulas,Comunidades
082423sur,proyecto bloquea salida de vecinos,cierre de retornos en autopista a puerto quetzal afecta a residentes de comunidades aledanas,Comunidades
082423guate,ninos sufren carencias,maestros y vecinos de la aldea san rafael las flores se unen para mejorar las instalaciones de la escuela,Educacion y Salud Comunitaria
082423occidente,cancelan conciertos en xelafer,suspenderan espectaculos a raiz de tragedia registrada en 2022 en la que murieron nueve personas,Accidentes y Tragedias
082523nacional,decubren planes para asesinar a arevalo,revelan que agentes estatales y particulares querrian matar al presidente electo pandilleros tambien buscan su muerte,Comunidades
082523centro,van 347 casos de dengue,autoridades fumigan casas para contrarrestar indice de contagios en sacatepequez,Comunidades
082523occidente,muere al caer de rueda,estudiante de 11 anos habia participado en el desfile de la feria,Comunidades
082523norte,al rescate del lago,desechos solidos y aguas residuales opacan belleza del peten itza,Comunidades
082523oriente,once asaltos han ocurrido en zona 1,afectados se niegan a denunciar los casos ante la policia,Comunidades
082523sur,madrugan por el patrono,feligreses veneran a san bartolome apostol en su dia,Comunidades
082523guate,imponen mas de 100 multas al mes,pmt acciona contra transportistas de carga pesada que desbloquean el paso o circulan en horario no permitido,Comunidades
082623nacional,capturados por masacrar a familia,agarran a miembros de la ms como responsables de acribillar a cinco personas en barcena uno vestia un sudadero manchado de sangre,Comunidades
082723nacional,acribillan a exdiputado,milton guerra hacia compras en un aserradero cuando hombres armados le dieron muerte,Comunidades
082823nacional,nuestro campeon,grijalva roza la gloria en el mundial de atletismo por segundo ano consecutivo,Deporte
082823centro,dos muertos en menos de 12 horas,se movilizaba en carril contrario por trabajos en ruta y choca contra camion,Accidentes y Tragedias
082823oriente,van 37 muertos por accidentes,hombre originario de alta verapaz sufrio percance en ruta al atlantico,Accidentes Viales
082823norte,seis municipios incomunicados,lodo y rocas caen en la ruta al polochic e impiden el paso vehicular,Comunidades
082823occidente,temen asaltos,inseguridad es atribuida a bandas delincuenciales que llegan al centro por las fiestas de independencia,Seguridad y Bienestar
082823sur,sale a trabajar y lo encuentran muerto,israel tuch fue localizado entre la maleza,Accidentes y Tragedias
082823guate,camino queda transitable,por fin reparan ruta hacia comunidades las trojes el pilar y lo de ramos,Comunidades
082923nacional,oficialmente como binomio electo a bernardo arevalo y karin herrera,registro de ciudadanos suspende de manera provisional al partido semilla,Deporte
082923centro,piden apoyo para repatriar cuerpo,mujer muere en virginia eeuu y deja a dos ninos en la orfandad,Comunidades
082923norte,atacado por ladrones,pobladores temen por banda de delincuentes que opera en el sector,Comunidades
082923occidente,desmontan puente y cierran paso,mas de 16 mil vecinos afectados por trabajos en puente la union,Proyectos de Infraestructura
082923sur,lahares impiden paso,pobladores se ven afectados por el descenso de material volcanico,Comunidades
082923oriente,lluvia ocaciona estragos,aumento del caudal de rios pone en alerta a vecinos,Comunidades
082923guate,en cinco dias cambiaran drenajes,vecinos y docentes se unen para evitar que escuela de parvulos se inunde cada vez que llueva,Educacion y Salud Comunitaria
083023nacional,fuerzas de seguridad bajo ataque,comando armado atraviesa vehiculo y asesina a jefe y a agente de la policia municipal de ayutla,Seguridad y Bienestar
083023centro,rio las arrastra,bomberos y vecinos continuan buscando a hija de maestra cuyo cadaver fue encontrado en el rio riquin,Comunidades
083023norte,exigen reaprar calle,doscentes del centro de ninos especiales de izabal deben sortear charcos,Comunidades
083023occidente,simularon la compra de un restaurante,la policia captura a un hombre y una mujer en la zona 7,Comunidades
083023sur,salen expulsados de picop,pedro salgado muere en la escena y su acompanante queda grave en el hospital,Educacion y Salud Comunitaria
083023oriente,arrastrado por alfaque,el mar regresa cuerpo de joven 18 horas despues,Comunidades
083023guate,registran 28 casos de dengue,alerta roja se mantendra hasta que finalice el invierno mientras tanto autoridades buscan mitigar enfermedades,Comunidades
083123nacional,mas de 12 mil casos de dengue,en todos los departamentos se reportan brotes cifra alcanza 22 fallecidos,Comunidades
083123centro,van 90 casos de dengue,seis municipios son los mas afectados vectores comienza con jornada de fumigacion,Comunidades
083123occidente,hallan sin vida a esposos,familiar los encuentra en dos ambientes distintos de la casa que habitaron por 50 anos,Comunidades
083123sur,atacaron a dos mujeres,capturan a hombre por crimen de su pareja y a su hermano por caso de violacion,Criminalidad y Violencia
083123oriente,calle se hunde por malos trabajos,tuberia de aguas negras instaladas hace dos meses colapso la arteria,Comunidades
083123norte,padres reparan cancha escolar,toman la iniciativa luego de no tener respuesta de las autoridades,Comunidades
083123guate,llevan un mes sin agua,vecinos de el milagro piden a la comuna mixquena resolver problemÃ¡tica,Comunidades
090123nacional,emergencia nacional por dengue,ministerio de salud e institutociones se unen para combatir epidemis en todo el pais,Seguridad y Bienestar
090123centro,carretera nueva se parte,vecinos temen que derrumbe siga ampliandose por las constantes lluvias,Accidentes Viales
090123oriente,se ahoga en las pozas,tres dias dura el rescate de estudiante de enfermeria,Comunidades
090123norte,se pierden 20 mil hectareas,bosque petenero se reduce a cenizas,Comunidades
090123sur,impacta contra el pavimento,fernanda lopez de 17 anos pierde el control de su vehiculo,Comunidades
090123occidente,le suben q2 al pasaje urbano,debido al cierre del puente pilotos deben extender el recorrido para llegar al centro,Proyectos de Infraestructura
090123guate,empieza fumigacion en 26 mercados,municipalidad busca eliminar criaderos de mosquitos que transmiten el dengue,Comunidades
090223nacional,matan a madre he hijo en velorio,sicarios causan panico en vela de una vecina en el barrio la arenera,Criminalidad y Violencia
090323nacional,por la democracia,manifestantes exigen renuncia de funcionarios y expresan su apoyo al binomio presidencial electo,Comunidades
090423nacional,corredores invaden ciudad,miles llenaron las calles de la capital durante la 21k,Comunidades
090423centro,exigen calidad en obra,vecinos de la zona 4 denuncian que suelo no se ha nivelado para echar pavimento,Comunidades
090423norte,matan a supuesto delincuente,hombre es golpeado y baleado en el barrio santa elena un dia antes fue encontrado un cadaver calcinado en el mismo sector,Comunidades
090423oriente,maestro fallece en el hospital,edwin gonzalez de 60 anos fue atropellado por un camion cuando cruzaba la carretera,Accidentes Viales
090423sur,lamentan muerte de profesor,mario de jesus vasquez sufre accidente cuando regresaba de participar en actos civicos,Accidentes y Tragedias
090423occidente,capturan a hondurenos,hombres pretendian causar destrozos en comercio un presunto complice resulto herido de bala,Accidentes y Tragedias
090423guate,inundados por intensas lluvias,conductores y familias que viven a la orilla de los rios son los mas perjudicados por los aguaceros y temen por mas danos,Comunidades
090523nacional,intento salvar a su hijo de las balas,hombre cubre a su pequeÃ±o de tres anos pero ambos mueren,Comunidades
090523centro,van 6 ahogados este ano,hombres rana refuerzan conocimients en busquedas acuaticas,Comunidades
090523oriente,van 118 asesinatos en lo que va del ano,34 hechos mas se reportan de enero a agosto en comparacion a 2022,Criminalidad y Violencia
090523norte,tres ninos quedan en la orfandad,cuando regresaba de trabajar mynor valdez fue atacado a balazos,Comunidades
090523sur,vivo de milagro,elvis reyes queda soterrado mientras trabajaba en una zanja,Comunidades
090523occidente,registran 11412 casos de dengue,activan alerta roja institucional y de salud comienza con tomas de muestras,Seguridad y Bienestar
090523guate,adoquin tenia mas de 20 anos,pobladores consideran que pavimentacion en el centro del municipio mejorara la movilidad,Comunidades
090623nacional,vapulean a asaltabuses,pasajeros se organizan para capturar y golpear a ladrones que abordan bus en la calzada roosevelt,Comunidades
090623centro,se pasa el alto,chofer ocasiona la muerte de estudiante de 14 anos al no respetar la senal de transito,Comunidades
090623occidente,cancelan busqueda de turista,mal clima impide que bomberos rastreen area de laguna encantada,Comunidades
090623oriente,se accidenta por esquivar a un perro,en lo va del ano suman 22 accidentes ocasionados por canes,Accidentes y Tragedias
090623norte,hallan cuerpo debajo de puente,olores fetidos alertan a transeuntes,Proyectos de Infraestructura
090623sur,queda atrapado en la cabina,socorristas tardan media hora para sacar a conductor que impacto contra un trailer,Comunidades
090623guate,14 mil personas afectadas,pobladores de santa cruz buscan ayuda internacional y de expertos para detener contaminacion,Comunidades
090723nacional,guerra de narcos se disputan ayutla,autoridades refieren que grupos de narcotraficantes de mexico buscan apropiarse del area que usan para trasiego de drogas migrantes y contrabando,Comunidades
090723centro,llevan 6 meses sin agua,vecinos de socobal bloquean el km 54 punto 5 de la ruta interamericana,Comunidades
090723oriente,muere de 9 disparos,desconocidos lo emboscan bajo la lluvia y lo balean en un terreno solitario,Comunidades
090723norte,hallan en la carcel armas y drogas,agentes de seis distritos policiales participan en requisa,Comunidades
090723sur,mas de mil casos de dengue,municipios costeros de quetzaltenango golpeados por infecciones,Comunidades
090723guate,de 10 a 15 accidentes al mes,la imprudencia de algunos conductores ocasiona que el kilometro 13 de la ruta al atlantico sea llamado el cruce de la muerte,Accidentes y Tragedias
090723occidente,rescatados con vida,obreros quedan atrapados entre el lodo,Comunidades
090823nacional,mi patria adorada,con goles de carlos mejia y pedro altan guatemala vence a el salvador en la liga de naciones,Deporte
090823centro,mujer asesinada en virginia,familia sepulta a rutilia xep tuy luego de morir en estados unidos,Comunidades
090823oriente,muere jugando futbol,joven futbolista de 19 anos fallece en un partido de la tercera division,Deporte
090823norte,sin insumos para combatir el dengue,pese al alto numero de casos personal no cuenta con los recursos suficientes para realizar labores preventivas,Comunidades
090823sur,nueve meses despues habilitan paso,termina recostruccion de puente con mas de cien anos de historia,Proyectos de Infraestructura
090823occidente,xela recibe a las reinas,bellezas nacionales e internacionales ya se encuentran en la ciudad para participar en fiestas patrias,Comunidades
090823guate,reunieron q125 mil,padres de familia construyen los fines de semana area deportiva y un muro perimetral en la escuela de pacajay,Educacion y Salud Comunitaria
090923nacional,vigilan desde el aire,patrullas terrestres continuan para proteger ciudad fronteriza de ayutla,Comunidades
091023nacional,emboscada mortal,sicarios persiguen a hombre hasta gaslinera y lo matan cuando intetaba ponerse a salvo,Criminalidad y Violencia
091123nacional,con el corazon en la mano,gol de oscar santis evita derrota ante panama y desata la locura de los fanaticos de la azul y blanco,Comunidades
091123oriente,sobrevive a tres balazos,trailero se detuvo para comprar en una tienda y es tiroteado en la aldea dona maria,Comunidades
091123norte,incendio consume vivienda,familia se encontraba de viaje cuando se registro el siniestro que dejo perdidas de q170 mil,Riesgos y Emergencias
091123sur,encuentro con la literatura,editoriales de mexico el salvador y chile participan en segunda feria internacional del libro,Comunidades
091123centro,bloquean ruta por quinta vez,vecinos de socobal exigen al alcalde darle solucion a la escasez de agua,Comunidades
091123occidente,resaltan cultura del pais,cuarenta senoritas mayas hacen recorrido por el centro historico,Comunidades
091123guate,gobierno planea reducir q90 millones a municipalidad,al menos 300 mil usuarios del transmetro resultarian afectados por reduccion del subsidio para 2024,Comunidades
091223nacional,quedan con la pistola en la mano,en jornada sangrienta matan a tres supuestos delincuentes cuando intetaban asaltar,Comunidades
091223occidente,desfilan 6 mil ninos de parvulos,estudiantes de 32 planteles recorren la 4a calle de la zona 3,Comunidades
091223centro,electa hija del pueblo maya,juanita santiago de leon de nebaj gana el titulo de ukotzijal mayab tinimit en xela,Comunidades
091223oriente,lo identifican por sus huellas digitales,familiares reclaman cuerpo de comerciante asesinado bajo el puente el tambor,Proyectos de Infraestructura
091223norte,demuelen viejo mercado,tardaran un ano en construir nuevo edificio,Comunidades
091223sur,le disparan cuando se banaba en poza,desconocidos atacan a erick valencia de 41 anos,Comunidades
091223guate,necesitan q300 mil,comunitarios se unen para mejorar escuela de asuncion chivoc,Educacion y Salud Comunitaria
091323nacional,transicion detenida,el binomio electo suspende la transmision de poder y pide renuncia de funcionarios por allanamientos del mp al tse,Comunidades
091323occidente,tres horas de juegos gratis,mas de dos ninos disfrutan de las ruedas de la feria,Comunidades
091323centro,esperan a 10 mil escolares,redoblan seguridad por arribo de antorchas y desfiles en fechas 13 14 y 15 de septiembre,Seguridad y Bienestar
091323oriente,500 accidentes en nueve meses,cabecera lidera cifras de percances segun socorristas con 234 hasta la fecha,Accidentes Viales
091323norte,hospital sobrepasa su capacidad,a diario mas de 250 pacientes buscan atencion medica,Educacion y Salud Comunitaria
091323sur,dos mil alumns salen a desfilar,estudiantes rinden homenaje a la historia del departamento,Comunidades
091323guate,detectan a reincidentes,40 por ciento de conductores incumplen de alguna manera la ley de transito segun la pmt local,Comunidades
091423nacional,mp cuenta votos,diversos sectores accionan en las cortes contra medidas de la feci,Comunidades
091423centro,resaltan estampas del pais,alumnos de 19 establecimientos recorren el centro historico de la ciudad,Comunidades
091423occidente,resaltan la riqueza cultural,1500 estudiantes de 14 planteles participan en defile multicultural,Comunidades
091423oriente,fuego patrio en las calles,comunidades comienzan a llenarse de colorido y antorchas,Comunidades
091423sur,despiden a alcalde,decenas de pobladores acompanan el sepelio de marco tulio de leon de 68 anos,Comunidades
091423guate,se unen a fiesta civica,estudiantes de 70 centros educativos participaran en recorrido de antorchas,Comunidades
091423norte,corren con la llama de la libertad,calles seran invadidas por personas portando la antorcha,Comunidades
091523nacional,festejos patrios,cientos de hombres mujeres y ninos con antorcha en mano conmemoran los 202 anos de independencia,Comunidades
091523centro,pana recibe a 20 mil estudiantes,acuden al municipio a encender el fuego patrio y conocen el lago,Comunidades
091523occidente,15 mil estudiantes encienden antorchas,fuego patrio inunda calles de la ciudad altense,Comunidades
091523oriente,202 anos de libertad,bandas escolares senoritas independencia y estudiantes abarrotan las calles,Comunidades
091523norte,honran a la patria,desfiles cierran festejos por los 202 anos de independencia de guatemala,Comunidades
091523sur,queria ser medico,itzul vicente se accidenta y muere en hospital nacional de mazatenango donde hacia practicas,Educacion y Salud Comunitaria
091523guate,historico cortejo,por primera vez imagen de divino nino patrono de santa cruz recorre todos los cantones,Comunidades
091623nacional,derroche de orgullo y tradicion,desfiles reviven el patriotismo en todo el pais,Comunidades
091723nacional,cada 4 horas desaparece una mujer,en guatemala se reportan seis casos por dia y en el ano se han activado 1426 alertas isabel claudina,Comunidades
091823nacional,tristeza en el motagua,los 474 kilometros de largo son en su mayoria corretadas que trasladan millones de desechos,Comunidades
091823occidente,corren los 21k,mas de 1500 competidores participan en actividad,Comunidades
091823centro,falta de senalizacion origina percance,diez personas resultan heridas durante colision en el kilometro 93 de la interamericana,Accidentes Viales
091823norte,vehiculo lo arrastra 50 metros,josue cardona salio de trabajar y fue atropellado,Comunidades
091823oriente,exigen justicia por crimen de karen,estudiantes de enfermeria piden que no quede impune muerte de companera,Criminalidad y Violencia
091823sur,intentaba cruzar la autopista,jose victor regresaba de la fiesta de 15 anos de su hermana,Comunidades
091823guate,estiman un mes para finalizar,paso a desnivel agilizara el transito de 14 mil conductores que a diario se movilizan en prados de villa hermosa,Comunidades
091923nacional,motagua un rio de desechos,toneladas de basura zapatos y hasta animales muertos flotan en el afluente,Accidentes y Tragedias
091923occidente,22 pasajeros heridos,microbus que iba de xela a san marcos tuvo fallas mecanicas,Accidentes y Tragedias
091923centro,aulas sin techo por falta de dinero,hace dos meses la municipalidad tenia que hacer la reparacion,Comunidades
091923norte,senalados de matar a mujer,victima tenia vigente orden de alejamiento contra su esposo por violencia domestica,Criminalidad y Violencia
091923oriente,machetea a su familia,entra de madrugada a su casa en la aldea los limones y hiere a su hermana y su papa,Comunidades
091923sur,patrimonio munidal de la humanidad,la unesco incluye en su lista al centro arqueologico takalik abaj,Comunidades
091923guate,antepasados descansan en paz,luego de 17 anos de haber sido exhumados restos son sepultados en nuevo cementerio,Comunidades
092023nacional,buscaban casa y encuentran la muerte,dos mujeres querian mudarse y alquilar una vivienda cuando un hombre las acribillo un menor quedo con heridas,Comunidades
092023centro,muere atropelado en estados unidos,regresaba a casa luego de finalizar su jornada laboral en un restaurante en brooklyn,Comunidades
092023occidente,disfrutan la feria de toto,realizan serie de conciertos en honor a san miguel arcangel,Comunidades
092023oriente,migrante es reconocido en nueva york,jorge bethancourt salio de el progreso hace 30 anos y ahora destaca como empresario de la construccion en eeuu,Comunidades
092023norte,sector se inunda desde hace 8 anos,pobladores exigen a las autoridades solucionar el problema de drenajes,Comunidades
092023sur,sale volando de la palangana,picop choca contra la parte trasera de un camion,Comunidades
092023guate,limpian y alinean rio pinula,instituciones conforman mesa de dialogo para solucionar problemas en villa hermosa 1,Comunidades
092123nacional,asesinado por negarse a ser pandillero,menor de 15 anos fue sacado de su instituto con enganos por una mujer y al llegar a un callejon lo mataron,Comunidades
092123centro,35 familias en riesgo,vecinos de villas de santa isabel temen una tragedia por enorme socavamiento,Comunidades
092123occidente,trasladan a la virgen del rosario,con procesion y acompanamiento de bandas se inician festejos en honor a la patrona de xela,Comunidades
092123oriente,verduras sufren alza,de q1 a q1 punto 5 ha subido el precio de los productos de la canasta basica en los mercados,Comunidades
092123norte,q12 millones costara la ciudad deportiva,un ano tardara la edificacion del proyecto,Comunidades
092123sur,interceptan bus con migrantes,cuatro menores de edad viajaban con sus padres,Comunidades
092123guate,beneficiaran a 10 mil vecinos,proyecto munigol recupera espacios publicos para construir tres canchas deportivas en el area norte de la ciudad,Comunidades
092223nacional,sobreviven entre basura,aldea el quetzalito con 400 habitantes esta rodeada de toneladas de desechos que viajan a traves del rio motagua,Comunidades
092223occidente,comienzan festejos en honor a la virgen,conmemoran 40 anos de la coronacion de la virgen del rosario por parte del papa,Comunidades
092223centro,queda atrapado en cabina,chofer de camion colisiona contra bus extraurbano al intentar rebasar en carril reversible,Comunidades
092223oriente,25 mujeres asesinadas en el ano,la cifra de casos ya supera a la de 2022,Comunidades
092223norte,colision deja a un muerto y dos heridos,victima mortal se paso la senal de alto,Accidentes y Tragedias
092223sur,impacta contra el pavimento,jovensalvadoreno viajaba a excesiva velocidad,Comunidades
092223guate,tren de limpieza ya no llega,desde el 25 de junio vecinos se han unido para recoger la basura de su comunidad ante la falta de apoyo de la comuna,Comunidades
092323nacional,abusa de alumnas en recreo,maestro fue denunciado por estudiantes el 19 de este mes se le giro captura,Comunidades
092423nacional,peligro en la ruta,en lo que va del mes han ocurrido 34 accidentes en la cuesta de villalobos,Riesgos y Emergencias
092523nacional,muerte en el campo,aficionado es asesinado a tiros y jugador que haria saque de banda queda herido,Deporte
092523centro,serpientes invaden escuela,alumnas temen ser atacadas por culebras en instalaciones y piden edificacion de muro perimetral,Educacion y Salud Comunitaria
092523occidente,fiesta a san miguel arcangel,desfile inaugural de feria es animado por 90 planteles,Comunidades
092523oriente,lo apalean y dan por muerto,juan ramirez es interceptado por desconocidos cuando se dirigia a su casa,Accidentes y Tragedias
092523sur,275 familias tendran agua,residentes de la aldea san pedro cutzan esperaron 25 anos por el proyecto,Comunidades
092523norte,5 mil ninas han dado a luz,alta verapaz lidera numero de embarazos en menores a nivel nacional,Comunidades
092523guate,reparan acceso,por fin dejan transitable el tramo que comunica con comunidades de occidente,Comunidades
092623nacional,lluvia desata muerte,rescatistas encuentran 5 cadaveres de 19 personas desaparecidas luego de que correntada arrasara con 5 viviendas,Comunidades
092623centro,asaltan a 30 pasajeros,delincuentes con pasamontanas despojan de sus pertenencias a usuarios,Comunidades
092623occidente,desfilan 150 carrozas,reinas departamentales recorren la ciudad procer,Comunidades
092623norte,estadio tiene 10 anos sin ser reparado,deportistas se sienten abandonados por autoridades,Comunidades
092623oriente,analizan 19 casos de dengue,abatizan viviendas por temor a incremento de incidencia,Comunidades
092623sur,le disparan mientras jugaba,juan antonio tambriz se entretenia en una maquina tragamonedas cuando fue atacado,Comunidades
092623guate,mas de 25 mil afectados,lluvias golpean otra vez esta localidad varios pobladores han perdido sus pertenencias,Comunidades
092723nacional,plegarias por los desaparecidos,familiares claman por la recuperacion de los restos de sus seres queridos mientras sigue la busqueda,Comunidades
092723centro,menores roban en tortilleria,autoridades locales coordinan entrega de los acusados a la pgn,Comunidades
092723occidente,en 30 dias entregaran puente,trabajos en el paso avanzan en un 75 por ciento y via peatonal sera habilitada en 12 dias,Proyectos de Infraestructura
092723oriente,maravillas turisticas de oriente,la region cuenta con grandes destinos para conocer y disfrutar,Comunidades
092723norte,75 familias dejan sus hogares,llevias de la madrugada sorprenden a los pobladores,Comunidades
092723sur,2 mil familias tendran agua,proyecto de pozo mecanico estara listo en un mes,Comunidades
092723guate,temen una tragedia,vecinos de tulam tzu hacen llamado a las autoridades ante hundimiento de la carretera,Accidentes Viales
092823nacional,entre la trajedia y las despedidas,en medio del ultimo adios a una de las victimas del deslave equipos de socorro hallan otros tres cuerpos,Comunidades
092823occidente,20 ninos dejan las aulas y emigran a eeuu,centro educativo reporta casos de abandono de clases en menos de dos meses,Comunidades
092823norte,pasaje sube a q3,transportistas urbanos aducen alto costo de combustible y repuestos para las unidades,Comunidades
092823sur,reciben clases en el corredor,falta de albaniles impide terminar construccions de aulas en escuela de san andres,Educacion y Salud Comunitaria
092823oriente,detenido por la muerte de su primo,esvin perez habria atacado a oliver yonaldo agustin sanchez,Comunidades
092823centro,abejas atacan a estudiante,bomberos trasladan al hospital a dos ninos,Educacion y Salud Comunitaria
092823guate,realizan tres trabajos,habilitan paso provisional regulan el caudal del rio y empieza construccion de puente en boulevard lourdes,Proyectos de Infraestructura
092923nacional,crimen viaja sobre ruedas,delincuentes drogan con dulces y agua a las victimas para asaltarlas y violarlas,Criminalidad y Violencia
092923occidente,el sonido de la ninez,conmemoran su dia y tienen la esperanza de contar con mas espacios para prepararse,Comunidades
092923oriente,los ninos son una fabrica de suenos,si llevas tu infancia contigo nunca envejeceras tom stoppard,Comunidades
092923centro,estan hechos de suenos,anhelan ser medicos bomberos chefs policias veterinarios entre otras profesiones,Comunidades
092923norte,que nadie les quite la magia de ser nino,en cada nino se deberia poner el cartel tratar con cuidado contiene suenos mirko badiale,Seguridad y Bienestar
092923sur,explosion de sonrisas,ninos crecen y suenan con transformar al mundo,Comunidades
092923guate,saben lo que quieren,entre juegos y mucha ilusion pequenos suenan construir un mejor pais,Comunidades
093023nacional,57 mil deportados,2023 podria ser el ano con mayor numero de retornados en 2022 hubo 94 mil,Comunidades
100123nacional,secuestran actas electorales,tse dice que ya no es garante de resultados de la votacion general de la primera vuelta mp asegura que accion no vulnera la custodia del voto,Comunidades
100223nacional,con plegarias recuerdan a ninos,vecinos del asentamiento dios es fiel rinden homenaje a fallecidos y desaparecidos en tragedia hace ocho dias,Comunidades
100223occidente,hija ilustre de xela,reconocen la labor e importancia de la beata sor encarnacion rosal,Comunidades
