030924nacional,queda muerto en su vehiculo,trabajaba como enderezador sicario dispara 19 veces,Criminalidad y Violencia,
031024nacional,toman venganza,disparan contra menores de edad en represalia por asesinato ocurrido el viernes en la zona 3,Criminalidad y Violencia,
031124nacional,ninera asesino a bebe,policia captura a trabajadora por participar en la muerte de menor de 1 ano,Criminalidad y Violencia,
031124occidente,implementan plan zaculeu,agentes de la pnc pmt ejercito y brigadas de emergencia haran patrullajes combinados para reducir la delincuencia,Seguridad y Bienestar,
031124centro,empujaba vehiculo robado,alejandro n fue sorprendido por las fuerzas de seguridad en los chorecales,Delincuencia,
031124sur,se salvan de morir,cinco miembros de una familia iban a retalhuleu cuando se embarrancaron,Accidentes Viales,
031124norte,lo tiran al barranco,hallazgo de cadaver alarma a vecinos de tres cruces,Criminalidad y Violencia,
031124oriente,impacta contra trailer,el bombero mario recinos se dirigia rumbo a ciudad pedro de alvarado y no se percato de vehiculo pesado,Accidentes Viales,
031124guate,es importante que vean trabajando juntos al presidente y los alcaldes,el plan del alcalde ricardo quinonez para la ciudad de guatemala,Comunidades,
031224nacional,gemelas quedan atrapadas entre las llamas,hermanitas de 3 anos estaban solas en su vivienda se presume que por un leno con fuego comenzo el incendio,Accidentes y Tragedias,
031224occidente,despues de 9 anos cumplira condena,demetrio tiu capturado por agresion sexual,Criminalidad y Violencia,
031224centro,fuego arrasa dos locales,siniestro afecta a inquilinos de mercado,Accidentes y Tragedias,
031224sur,sale expulsado de palangana,choque de picop contra camion dejan un fallecido dos heridos,Accidentes Viales,
031224norte,esperan a 50 mil turistas,proyectan recibe ocho vuelos diarios en el aeropuerto mundo maya durante semana santa,Comunidades,
031224oriente,padres exigen maestros,externan preocupacion por falta de dos educadores en guarderia alida espana,Educacion,
031224guate,mas de dos meses sin respuestas,familiares y amigos de ada ariel y robles gomez realizan caminata exigiendo a las autoridades dar con los responsables de su asesinato,Criminalidad y Violencia,
031324nacional,tiroteado mientras conducia,acribillan a piloto asesinos le aciertan 11 balazos ya lo esperaban en parada de bus,Criminalidad y Violencia,
031324occidente,proponen demoler el inmo,-,Comunidades,
031324centro,chofer huye tras accidente,segun vecinos conductor iba a excesiva velocidad choca con otro carro y vuelca,Accidentes Viales,
031324sur,copiloto muere,microbus con trabajadores se empotra en camion varado en ruta a la nueva,Accidentes Viales,
031324norte,se alistan para la semana santa,seis calles y letreros son remozados para recibir a turistas nacionales y extranjeros,Religion y Tradicion,
031324oriente,van de 200 casos de dengue,salud realiza jornadas de fumigacion en la manana y tarde para prevenir la propagacion del zancudo,Seguridad y Bienestar,
031324guate,nombramiento alegra a comunidad,autoridades eclesiales erigen nueva parroquia en la aldea el pilar la cual lleva por nombre san oscar romero martir salvadoreno,Religion y Tradicion,
031424nacional,cae 57 extorionistas,en 81 allanamientos hubo capturas e incautan armas y drogas,Criminalidad y Violencia,
031424occidente,realizan 33 allanamientos,capturan a seis personas por diversos delitos eran buscadas desde 2022,Delincuencia,
031424centro,vapuleado por los comerciantes,victima pide auxilio y companeros se unen para retener a hombre y le propinan paliza,Delincuencia,
031424sur,estudian en los pasillos,escuela de tierras del pueblo solo tiene 10 aulas para mas de 560 ninos,Educacion,
031424norte,seis comunidades sufren por sequia,hasta vehiculos transitan ahora por donde pasaba el caudal del rio san miguel,Comunidades,
031424oriente,atacado por machete,caminaba a casa de su hija junto a su esposa y hombre lo hiere sin mediar palabra en aldea santo tomas,Criminalidad y Violencia,
031424guate,multados por usar via exclusiva,del ano pasado a la fecha mas de mil conductores han sido sorprendidos infringiendo la ley,Delincuencia,
031524nacional,matones acribillan a comerciante,vendedor de gas descansaba en un sillon cuando dos hombres le dispararon en la cabeza,Criminalidad y Violencia,
031524occidente,listos para recibir a turistas,esperan a mas de 50 mil visitantes,Comunidades,
031524centro,reservaciones estan a tope,hoteles de tres y cinco estrellas con lleno total mientras que en hostales y hospedajes aun hay espacios,Comunidades,
031524sur,pierden q500 mil,incendio acaba con bodega de utiles escolares un predio y cuatro cantinas,Accidentes y Tragedias,
031524norte,buscan recuperacion de 12 ninos,casos de desnutricion podrian incrementarse ante riesgo de escasez de alimentos por sequia,Comunidades,
031524oriente,ultimo adios a piloto wicho,empresa donde laboraba y vecinos muestran sus condolencias y a familia de luis fernando agustin valiente,Comunidades,
031524guate,escuchan demandas,puesto de salud cuenta con mas personal para brindar mejor servicio a la comunidad,Seguridad y Bienestar,
031624nacional,habran abusado de mas de 50 mujeres,capturan a supuesta banda de mototaxistas que agredian sexualmente de sus victimas cuando solicitaban carrera,Criminalidad y Violencia,
031724nacional,ola de violencia deja tres muertos,en dos ataques fallece una persona que iba a comprar viveres y dos en una tienda,Criminalidad y Violencia,
031824nacional,hijo ataca a golpes a su mama,pierde el control cuando le pide que deje de beber y la agrede con un leno,Criminalidad y Violencia,
031824occidente,en sus marcas listos fuera,mas de 1700 atletas participan en la 21k y recorren la ciudad,Deporte,
031824centro,bendice a su pueblo,procesion de jesus de la caida es cargada por diez mil cucuruchos unas 500 mil personas visitaran la ciudad,Religion y Tradicion,
031824sur,bailey en riesgo de caer,esperan que este ano se comience a construir un nuevo puente sobre el rio chita,Proyectos de Infraestructura,
031824norte,preparan playa para turistas,santo tomas espera a visitantes nacionales y extranjeros para la semana santa,Religion y Tradicion,
031824oriente,drenaje colapsa desde hace 4 meses,pestilencia se vuelve insoportable y afecta a vecinos del barrio pueblo arriba,Comunidades,
031824guate,aumenta control en parqueo,retiran vehiculos ajenos para garantizar espacios a estudiantes y personal de la usac,Educacion,
031924nacional,no unirse a la mara les cuesta la vida,presuntos pandilleros asesinan a balazos a pareja cerca de escuela,Criminalidad y Violencia,
031924occidente,perdidas millonarias deja incendio,cortocircuito hace arder fabrica,Accidentes y Tragedias,
031924centro,temen perder los parqueos,microbuseros puden a alcalde les cobre q100 por uso de espacio publico y no aumente tarifa,Comunidades,
031924sur,cuatro personas quedan graves,iban a la iglesia y se ven afectados por multiple colision,Accidentes Viales,
031924norte,120 lancheros esperan a 15mil turistas,promueven visitas a seis destinos de la cuenca del lago peten itza,Comunidades,
031924oriente,contabilizan 51 incendios,altas temperaturas y rozas no controladas inciden en aumento de siniestros forestales,Desastres Naturales,
031924guate,piden construir techo en instituto,obra beneficiaria a mas de mil estudiantes del establecimiento republica de austria,Proyectos de Infraestructura,
032024nacional,balacera mortal frente a hospital,ataque siembra panico ante pacientes mueren un reo y un guardia del sistema penitenciario,Criminalidad y Violencia,
032024occidente,mil buses disponibles para semana santa,terminal prepara plan operativo para transportar a viajeros,Comunidades,
032024centro,asignan 100 agentes mas a sacatepequez,elementos policiales seran distribuidos en los 16 municipios,Seguridad y Bienestar,
032024sur,ano y medio sin empezar remozamiento,reubicacion de centro de salud por obra en pausa perjudica pacientes,Proyectos de Infraestructura,
032024norte,piden hasta q100 por la libra de pescado seco,producto sufre alza por la demanda de temporada,Comunidades,
032024oriente,corriente lo arrastra y se ahoga,joven se dedicaba a vender manias en zona fronteriza con el salvador junto a su familia,Accidentes y Tragedias,
032024guate,bomba de agua se quemo,desde hace un mes vecinos de san luis puerta negra y san luis letran se ven afectados por la situacion que genera que el servicio sea irregular,Comunidades,
032124nacional,habria matado a su esposa por celos,hombre le quita la vida porque supuestamente le encuentra hablando por telefono,Criminalidad y Violencia,
032124occidente,siete vuelos diarios,comienza la temporada alta de llegada de turistas por semana santa,Comunidades,
032124centro,padre e hijo abusaron de mujer,tribunal los sentencia a 5 anos de prision y una reparacion digna de q2 mil 460 a cada uno,Criminalidad y Violencia,
032124sur,bailaran con judas,preparan munecos para seguir tradicion de la semana mayor,Religion y Tradicion,
032124norte,120 lancheros autorizados,la marina los identifica para garantizar seguridad de visitantes,Seguridad y Bienestar,
032124oriente,atienden a mas de 200 pacientes al dia,inauguracion de clinica del adulto mayor favorece a vecinos de la cabecera y del area rural,Seguridad y Bienestar,
032124guate,funcionara en horario especial,por cortejos y elaboracion de alfombras comuna anuncio como sera el servicio de transporte durante la semana santa,Comunidades,
032224nacional,escuelas en la mira de pandillas,seis de cada 10 mareros fueron reclutados en establecimientos educativos,Delincuencia,
032224occidente,en alerta por semana santa,organizan equipos para responder en caso de desastres,Riesgos y Emergencias,
032224centro,en alerta amarilla,llaman a 40 elementos bomberiles y haran monitoreos en la carretera,Riesgos y Emergencias,
032224sur,5 heridos deja accidente,familia regresaba de recoger a pariente en el aeropuerto,Accidentes y Tragedias,
032224norte,pavimentaran terminal en 8 meses,llegan mas de 170 buses diarios,Proyectos de Infraestructura,
032224oriente,chofer de camion evita tragedia,conductor queda herido al prevenir muertes tras falla mecanica en bajada,Accidentes y Tragedias,
032224guate,ferias exalta las tradiciones,nietas del pueblo y flores del pueblo representan la identidad de la aldea san jose nacahuill,Comunidades,
032324nacional,ataque armado fuera de escuela,disparan contra adolescente de 14 anos cuando iba a dejar a su sobrina,Criminalidad y Violencia,
032424nacional,viaje termina en tragedia,dos murieron ahogados en las playas publicas del lago de atitlan familiares intentaron rescatarlos,Accidentes y Tragedias,
032524nacional,devocion y fervor en domingo de ramos,fieles participan en procesiones para honrar el ingreso de jesus a jerusalen e iniciar la semana santa,Religion y Tradicion,
032524occidente,viven con fe el domingo de ramos,fieles catolicos conmemoran la entrada triunfal de jesus de jerusalem,Religion y Tradicion,
032524centro,acompanan a jesus de la resena,-,Religion y Tradicion,
032524sur,verano agrava crisis por la sequia,fuentes de agua potable son insuficientes para abastecer a familias,Riesgos y Emergencias,
032524norte,recuerdan la entrada a jerusalen,creyentes comienzan la semana mayor en procesion de ramos,Religion y Tradicion,
032524oriente,se dirigia a trabajar,geferson eduardo morales loyo muere arrollado por trailer,Accidentes Viales,
032524guate,atras de las procesiones va tren de limpieza,cuadrilla de limpia y verde preven recoger 17 mil metros cubicos de basura este ano,Comunidades,
032624nacional,jornada de accidente mortales,percances viales en el pais dejan 5 personas muertas y al menos 26 heridas,Accidentes Viales,
032624occidente,mujer reclutaba a menores,kimberly puaco hurtado sindicada de trata de personas,Criminalidad y Violencia,
032624centro,colapsa drenaje en la alameda,problema se viene dando desde hace tres semanas y vecinos piden a la comuna hacer reparaciones,Accidentes y Tragedias,
032624sur,ya esta el pan de semana santa,mas de 60 puestos se instalan en calle del canton san miguel,Comunidades,
032624norte,empiezan a llegar los turistas,esperan aumento de visitas desde el jueves santo,Religion y Tradicion,
032624oriente,queda grave al pegar en acera,tumulo hace que se desequilibre y derrape en su motocicleta,Accidentes Viales,
032624guate,habilitan paso a desnivel,obra de mas de q27 millones permite el acceso a la colonia prados de villa hermosa,Proyectos de Infraestructura,
032724nacional,dos guatemaltecos entre las victimas,trabajaban reparando el asfalto del puente en baltimore estados unidos,Proyectos de Infraestructura,
032724occidente,familias elaboran pan dormido,en aldea el rincon cumplen con la tradicion de semana santa,Comunidades,
032724centro,claman por un milagro,fieles visitan iglesia el calvario y participan en la santa uncion,Religion y Tradicion,
032724sur,velan al nazareno de la salud,familias reflexionan ante altar con mensaje sobre la resurreccion de lazaro,Religion y Tradicion,
032724norte,preparan viacrucis,dramatizaciones conmueven a devotos durante la semana mayor,Religion y Tradicion,
032724oriente,misa crismal reune a iglesias,llaman a fieles a evangelizar durante la semana santa,Religion y Tradicion,
032724guate,semana santa con sabor tradicional,ventas de comida tipica atraen a los visitantes en la plaza de la constitucion,Religion y Tradicion,
032824nacional,vestidos de pnc atacan a fiscal,comando mata a mama y a custodio de la jefa de la fiscalia liquidadora ella sobrevive al atentado,Criminalidad y Violencia,
032824occidente,comienza movimiento de viajeros,cientos de buses ya trasladan a usuarios a sus destinos para el descanso de semana santa,Comunidades,
032824centro,viven tiempo de reflexion,catolicos acompanan a peregrinacion de procesiones y participan en actividades religiosas en este jueves y viernes santo,Religion y Tradicion,
032824sur,se unen al fervor,menores acompanan viacrucis del nazareno y la virgen de dolores,Religion y Tradicion,
032824norte,rezan por salud de todos ,feligresia participa en misa crismal,Religion y Tradicion,
032824oriente,feligresia refuerza su fe,procesion del prendimiento sale hoy en la noche de catedral de san pedro,Religion y Tradicion,
032824guate,cuatro decadas en el abandono,vecinos del el encinal solicitaban mejoras desde 1980,Proyectos de Infraestructura,
033124nacional,desafian el calor,invasion de veraneantes en playas balnearios y rios,Comunidades,
040224nacional,ataques mortales,cinco amigos conversaban en una tienda cuando los balean dos murieron cerca de basurero,Criminalidad y Violencia,
040224centro,soterrados en construccion,trabajaban en la elaboracion de una zanja,Accidentes y Tragedias,
040224occidente,hombre sin vida es hallado en barranco,vecinos del canton pasajoc lo encuentran  pero no fue reconocido,Accidentes y Tragedias,
040224oriente,teculatan celebra 149 anos,el 2 de abril de 1875 fue fundado el municipio,Comunidades,
040224sur,arrollan a agricultor,vehiculo arrastra cuerpo de hombre que iba en bicicleta,Accidentes Viales,
040224norte,surten de agua cada 8 dias,recurso  es escaso  debido a  temporada  de calor,Comunidades,
040224guate,ayudan y capacitan,bomberos unidos sin  fronteras  comparten  conocimientos con  otros socorristas,Riesgos y Emergencias,
040324nacional,balean a taxistas,esperaban a sus clientes cerca del mercado la terminal cuando les disparan uno queda en la banqueta,Criminalidad y Violencia,
040324centro,comerciantes limpian sus puestos,inquilinos previenen focos de contaminacion con jornada de aseo,Seguridad y Bienestar,
040324occidente,abogado detenido por homicidio,realizan allanamientos en seguimiento a la muerte de empleado municipal,Criminalidad y Violencia,
040324oriente,volvian de sus vacaciones,picop en el que viajaba familia colisiona contra camion en ruta al atlantico,Accidentes Viales,
040324sur,7 ataques armados en 3 meses,de enero a marzo las autoridades reportan nueve fallecidos en hechos de violencia,Criminalidad y Violencia,
040324norte,fuego amenaza residencial,incendio forestal afecta a tres hectareas de terreno,Riesgos y Emergencias,
040324guate,quieren desalojar a estudiantes,lucha por terreno pone en riesgo continuidad de escuela de musica asociacion ri nabey qachabal,Educacion,
040424nacional,disputa de narcos,enfrentamiento entre grupos criminales dejan 10 muertos y 13 guatemaltecos detenidos en chiapas,Criminalidad y Violencia,
040424centro,viven de milagro,picop impacta contra baranda conductor y acompanante salen ilesos,Accidentes Viales,
040424occidente,encapuchados toman edificio de cunoc,senalan a docentes de medicina de grabar video en vez de dar clases,Delincuencia,
040424oriente,seran reparados la proxima semana,semaforos no funcionan desde el sabado y tecnicos deben buscar el origen de la falla,Proyectos de Infraestructura,
040424sur,agua escasea para 60 mil usuarios,preocupa que el rio bajo nivel del rio tzununa afecte captacion de recusrsos,Comunidades,
040424norte,quintal de maiz sube q25,hasta en q195 se ha comprado en las ultimas tres semanas,Comunidades,
040424guate,vivo de milagro,conductor pierde el control de su vahiculi y vuelca en la ruta al pacifico,Accidentes Viales,
040524nacional,perros se devoraban cadaver,hombre habria muerto hace 15 dias por neumonia,Accidentes y Tragedias,
040524centro,15 mil casos de gripe en 3 meses,gastritis infecciones urinarias y diarrea son enfermedades que afectan a solotecos,Comunidades,
040524occidente,deberan pasar 13 anos en prision,mario coronado fuente es hallado culpable de homicidio en grado de tentativa,Criminalidad y Violencia,
040524oriente,muere atrapado entre 2 autos,vecino se incorporaba a carril y es impactado por picop que rebasaba en la ca 1 oriente y termina chocando con camion,Accidentes Viales,
040524sur,por cazar iguanas incendian tuberias,cuatro vivivendas quedan en riesgo en nuevo amanecer,Riesgos y Emergencias,
040524norte,hospital atiende 900 casos de vih,pacientes son referidos a este centro regional,Seguridad y Bienestar,
040524guate,gastan hasta q50 de pasaje,falta de transporte publico afecta a la economia de los vecinos de villa hermosa,Comunidades,
040624nacional,asesinan a alcalde,danny chavajay jefe edil de san juan la laguna fue asesinado dentro de su vivienda,Criminalidad y Violencia,
040724nacional,emboscado ex jefe de pm de ayutla,hombres con fusiles lo acribillan junto a su acompanante tambien extrabajadores de la comuna,Criminalidad y Violencia,
040824nacional,choca por escapar de pnc,piloto transportaba a familia de migrantes y muere en accidente extranjeros sobreviven,Accidentes Viales,
040824centro,volvia de jugar futbol,hombre se movilizaba en su bicicleta y fue arrollado por automovilista,Accidentes Viales,
040824occidente,celebran 114 anos de fundacion,donacion de terrenos dio origen a la esperanza ek 7 de abril de 1910,Comunidades,
040824oriente,cae de una altura de seis metros,cortaba ramas de arbol y estaba por finalizar jornada,Desastres Naturales,
040824sur,iran a prision por 51 anos,la sentencia por secuestro y asesinato de hombre,Criminalidad y Violencia,
040824norte,fuego amenza al biotopo,combate incendio desde hace dos dias,Riesgos y Emergencias,
040824guate,avanza en 60% poryecto metroriel,tiempo estimado de desplazamiento en 205 km serqa de 41 minutos,Proyectos de Infraestructura,
040924nacional,incendio ha sido liquidado en un 40%,detectan seis tipos de contaminantes en el aire daninos para la salud,Accidentes y Tragedias,
040924centro,379 mil turistas visitaron solola,panajachel y san juan la laguna fueron los destinos favoritos en semana santa,Comunidades,
040924occidente,se condena a 27 anos por violacion,heber rodriguez abuso de su hijastra cuando ella tenia 12 anos,Criminalidad y Violencia,
040924oriente,choca contra un toro,joven pierde la vida en la aldea la barrona,Accidentes y Tragedias,
040924sur,dos personas mueresn arrolladfas por trailer,colision deja hombres fallecidos y otros graves,Accidentes Viales,
040924norte,se paso al otro carril,agronomo choca contra picop en la ruta a tikal,Accidentes Viales,
040924guate,sufren los efectos del incendio,recoleccion de basura se complica en las areas aledanas al vertedero de amsa salud de los residentes tambien se ve afectada,Accidentes y Tragedias,
041024nacional,trafican por aire tierra y mar,unas 12 organizaciones de narcotraficantes burlan a las autoridades para transportar droga por el paÃƒÂ­s rumbo a mÃƒÂ©xico y estados unidos,Delincuencia,
041024centro,cae en hondonada cuando recogia lena,mujer piuerde el control tras sufrir ataque epileptico,Accidentes y Tragedias,
041024occidente,hallan muerto a empresario,guillermo bonifaz fallece de un disparo en su negocio en el centro historico,Accidentes y Tragedias,
041024oriente,roban paneles solares,vecinos dek barrio la federal piden mas seguridad en el sector,Delincuencia,
041024sur,termina en hondonada,chofer sale ileso al accidentarse en el km965,Accidentes Viales,
041024norte,vigilaran cuatro carreteras,incrementan patrullas por recientes hechos violentos,Seguridad y Bienestar,
041024guate,esperaron 25 anos,vecinos de la colonia canadas aportan mano de obra para mejorar calle principal,Proyectos de Infraestructura,
041124nacional,estado de calamidad por incendios,aseguran que el 80% de los siniestros sin provocados gobierno contara con q110 millones para extinguir las llamas,Riesgos y Emergencias,
041124centro,faltan seis maestros,alumnos de la enro reciben clases a medias y exigen profesores,Educacion,
041124occidente,comerciantes copan a ladrones,son senalados de saquear comercios en el mercado de la democracia,Delincuencia,
041124oriente,exigen mas maestros,clases en escuela no son continuas por la falta de dos profesores,Educacion,
041124sur,robaba celulares en el mercado,devuelven telefonos a tres de cinco victimas,Delincuencia,
041124norte,piden apoyo con comida,bomberos combaten fuego en el biotopo,Riesgos y Emergencias,
041124guate,combaten la delincuencia,autoridades unen esfuerzos con el fin de mejorar la seguridad para mas de 6mil familias de lavarreda en zona 18 y areas vecinas,Seguridad y Bienestar,
041224nacional,arrestan a fiscal por lavado de dinero,la detenida es mirian reguero quien ha sido victima de dos atentados,Delincuencia,
041224centro,registran 198 incendios,siniestros han afectado 1351 hectareas de areas verdes en el departamento,Desastres Naturales,
041224occidente,vigilaran mercado,colocaran camaras para evitar robos y asaltos en comercios,Seguridad y Bienestar,
041224oriente,puente lleva dos anos de retraso,colapso de estructura fue en  2022 y a la fecha nueva obra no ha sido entrega,Proyectos de Infraestructura,
041224sur,reubican buses,mientras reparan la terminal estara en la 6a calle y 5a avenida,Comunidades,
041224norte,taxista escapa tras arrollar a peaton,hombre se desploma luego de sufrir accidente,Accidentes Viales,
041224guate,mas de 400 afectados,igss atiende a personas por problemas respiratorios mientras socorristas  trabajan sin descansi para controlar incendio,Riesgos y Emergencias,
041324nacional,470 menores han quedado embarazadas,ninas entre 10 y 14 anos se han convertido en madres huehuetenango alta verapaz quinche y guatemala los departamentos con mayor incidencia,Criminalidad y Violencia,
041424nacional,linchan y queman a 4 hombres,sorprenden a supuestos robacarros cuando estaban por llevasrse un vehiculo,Criminalidad y Violencia,
041524nacional,accidente fatal,mueren cinco sembradores de cana que transportaban en picop,Accidentes Viales,
041524centro,se sale de carril,camion impacta contra poste del alumbrado publico y hermanos sobreviven,Accidentes Viales,
041524occidente,no dejan entrar buses,aplican multa de q500 a microbuses de san jose caben que llegan a la zona 1,Comunidades,
041524oriente,van 709 casos de dengue,salud lucha para reducir la propagacion del zancudo transmisor,Seguridad y Bienestar,
041524sur,deja tres huerfano,trailer arrolla a albanil que salio comprar,Accidentes Viales,
041524norte,toca cables de alta tension,trabajador descuida su proteccion personal,Accidentes y Tragedias,
041524guate,17 anos de atraso,anillo metropolitano esta detenido por problemas de derecho de via y falta de documentacion obra se habria iniciado en 2007,Proyectos de Infraestructura,
041624nacional,se queda sin freno,trailer embiste microbus y mata tres mujeres,Accidentes Viales,
041624centro,se reactivan incendios en volcan,conred registra siete focos activos en las faldas del coloso,Desastres Naturales,
041624occidente,vecinos exigen habilitar carretera,comercio afectado por trabajo que han durado mas de 5 meses,Comunidades,
041624oriente,atacado cuando salia de su casa,fallece horas despues en hospital vecinos exigen seguridad,Criminalidad y Violencia,
041624sur,regresaba de fiesta,vehiculo embiste a mujer en san miguelito y se da a la fuga,Accidentes Viales,
041624norte,capturado por homicidio,senalan a hombre matado a su sobrino,Criminalidad y Violencia,
041624guate,pasaron anos sin agua,vecinos de mas de 40 colonias ya cuentan con el servicio tras mejoras en pozo municipal,Proyectos de Infraestructura,
041724nacional,tiran cuerpos en barrancos,dos fueron dejados envueltos en sabanas en mixco y uno mas en san jose pinula,Criminalidad y Violencia,
041724centro,fuego en el astillero lleva 6 dias,115 personas ayudan a controlar siniestro,Riesgos y Emergencias,
041724occidente,reciben clases en la cocina,escuela de los trigales demanda mas espacio,Educacion,
041724oriente,muere tras chocar contra cerco,se dirigia a su casa pero sufre accidente en caserio la puntilla,Accidentes Viales,
041724sur,mato a dos vendedores,lo sentencian a 50 anos de prision por crimenes cometidos en 20,Criminalidad y Violencia,
041724norte,incendio lleva 10 dias,suspenden clases para resguardar salud de estudiante,Educacion,
041724guate,capacitan a socorristas,varias instituciones participan en primer ejercicio de combate de incendios forestales en la localidad,Riesgos y Emergencias,
041824nacional,100 mujeres asesinadas en el 2024,ayer dejaron abandonados dos cuerpos envueltos en sabanas y uno mas dentro de una alcantarilla,Criminalidad y Violencia,
041824centro,chofer huye al ocasionar accidente,colisiona contra ladera de tierra cuando se dirigia a san jose poaquil,Accidentes Viales,
041824occidente,derroche de belleza y sensualidad,aspirantes a reina departamental se lucen en su visita a ocos,Comunidades,
041824oriente,controlan incendios forestales,fuego amenazaba con extenderse mas en sierra de las minas,Riesgos y Emergencias,
041824sur,asaltantes lo matan,agricultor esperaba bus para viajar a su casa cuando fie atacado,Criminalidad y Violencia,
041824norte,contaminacion afecta a 300 personas al dia,vecinos padecen problemas respiratorios por incendio en el vertedero municipal,Accidentes y Tragedias,
041824guate,habilitaran paradas,vecinos de zona 17 podran abordar sin problemas los buses de la linea 17 del transmetro,Comunidades,
041924nacional,marero trata de evitar su caida,el lobo jefe del barrio 18 habria ordenado asesinatos para impedir plan para quitarle el mando,Criminalidad y Violencia,
041924centro,incendio lleva cuatro dias,falta de agua complica labor de bomberos para sofocar siniestros,Riesgos y Emergencias,
041924occidente,habra alta carga vehicular,cierre por construccion del paos a desnivel en xela comienza manana,Comunidades,
041924oriente,choca en la parte trasera de auto,chofer de automovil escapa del lugar tras el percance,Accidentes Viales,
041924sur,docente muere en el hospital,director del experimental choca de frente contra camionetilla,Accidentes Viales,
041924norte,vigila seguridad en el muelle,buscan prevenir accidentes en lanchas vigilan seguridad en muelle,Seguridad y Bienestar,
041924guate,mas de 30 buses sin uso,mientras unidades siguen guardadas vecinos padecen a diario la falta del transporte publico,Comunidades,
042024nacional,mueren intoxicados,tragedia deja tres fallecidos uno se envenena al bajar al pozo y dos al intentar rescatarlo,Accidentes y Tragedias,
042124nacional,capturan a policias por ejecucion,agentes habrian ultimado a golpes a ciudadano canadiense y desaparecido a su acompaÃƒÂ±ante en subestacion de san andres itzapa,Deporte,
042224nacional,quisieron ocultar crimen,policias confiesan ante juez asesinato de canadiense a manos de jefe de subestacion otra victima sigue desaparecida,Criminalidad y Violencia,
042224centro,cae en hondonada de cien metros,golpe contra rocas le ocasiona muerte a profesor,Accidentes Viales,
042224occidente,desfile escolar abre la feria,estudiantes llenan calles de alegria,Educacion,
042224oriente,sobreviven a accidente,picop en que viajaban comerciantes cae en hondada de 20 metros,Accidentes Viales,
042224sur,esposos mueren al chocar contra arbol,hijas quedan heridas tras el percance,Accidentes Viales,
042224norte,preventivo lleva 8 anos en abandono,plan para remodelar la carcel tendria un costo de q2 millones,Proyectos de Infraestructura,
042224guate,via libre para construir el aerometro,implementacion de la linea 1 estaria en 24 meses,Proyectos de Infraestructura,
042324nacional,comando armado mata a familia,ingresan a vivienda disparandi para robar 40 mil quetzales asesinan a dos y hieren a otros dos,Criminalidad y Violencia,
042324centro,extorsionan a choferes,suspenden servicio de buses de antigua guatemala a san pedro las huertas,Delincuencia,
042324occidente,advierten a delincuentes,vecinos colocan mantas y patrullan por las noches,Seguridad y Bienestar,
042324oriente,se incendian dos locales,comerciante sufre quemaduras al intentar sacar mercaderia,Accidentes y Tragedias,
042324sur,pierden q125 mil,segundo incendio del mes en comunidad deja a familia sin bienes,Accidentes y Tragedias,
042324norte,estudiante se ahoga,salio con amigos al rio chitepey,Accidentes y Tragedias,
042324guate,vecinos viven con temor,quienes aun habitan las casas danadas eb villa hermosa piden  a las autoridades apresurar los trabajos previo a que llegue el invierno,Riesgos y Emergencias,
042424nacional,capturan a supuesto asesino de mujeres,el zombie miembro del barrio 18 habria acabado con la vida de al menos tres personas,Criminalidad y Violencia,
042424centro,comerciantes lleva 5 dias desaparecido,eldin choc xi fue retenido con su socio canadiense quien fue asesinado por un policia,Criminalidad y Violencia,
042424occidente,investigan muerte de mujer,fue llevada a la morgue para determinar la causa de su deceso,Criminalidad y Violencia,
042424oriente,escuela cumple un ano de estar cerrada,alumnas reciben clases en salones de otros planteles,Educacion,
042424sur,salio con sus amigos y lo encuentran muerto,fallecido en el rio nima tenia golpes en el rostro,Criminalidad y Violencia,
042424norte,58 incendios estan activos,peten es el mas afectado por los incendios,Riesgos y Emergencias,
042424guate,cuatro meses sin agua,pobladores estan molestos pero alcalde pide paciencia para reparar pozos y buscar otras soluciones,Comunidades,
042524nacional,asesinada frente a su bebe,mujer que vendia paca abre puerta de su casa y re3cibe disparo mortal delante de su hijo de 2 anos,Criminalidad y Violencia,
042524centro,142 incendios en cuatro meses,autoridades sospechan que siniestros reportados en santa cruz del quiche son ocasionados,Riesgos y Emergencias,
042524occidente,venerqan a san marcos,mas de 6 mil personas acuden a la entrega de bollos por la feria,Religion y Tradicion,
042524oriente,arden 300 hectareas en sierra las minas,incendio cumple cuatro dias y acceso a la zona afecta labor de bomberos,Desastres Naturales,
042524sur,tres albaniles se salvan de morir,elaboraban un pozo artesanal en el carrizla,Proyectos de Infraestructura,
042524norte,160 estudiantes corren riesgo,cuatro aulas estan por colapsar en san manuel,Riesgos y Emergencias,
042524guate,remozan atrio de la catedral,municipalidad y la agencia esÃ‚Â´panola de cooperacion internacional para el desarrollo lleva a cabo trabajos,Religion y Tradicion,
042624nacional,q106 millones exigian en extorsiones,584 ciudadanos pagaron a los maleantes autoridades dicen qye llamadas salen de 7 carceles,Delincuencia,
042624centro,muere tras caer en hondonada,resbalo y cayo de una altura de 50 metros,Accidentes y Tragedias,
042624occidente,capturado por violar a su sobrino,giovanni sarate ixcoy de 26 anos estuvi profugo diez anos,Criminalidad y Violencia,
042624oriente,zapatero muere arrollado,sospechan que chofer de bus ocasiono el accidente,Accidentes Viales,
042624sur,choca contra colcan de tierra,no vio el material de construccion,Accidentes Viales,
